sentence_masked,sentence,aspect,polarity,polarity_label
"my picks are : - Scallion Pancake -LRB- fried with vegetable juice , very special and tasty -RRB- - Guizhou Chicken - Shredded Squid Family Style -LRB- one of my personal favorites -RRB- - Sichuan Spicy Soft Shell Crab - $T$ -LRB- this one is for hardcore Sichuan food fans , I would n't recommend to my American friends as it 's very spicy .","my picks are : - Scallion Pancake -LRB- fried with vegetable juice , very special and tasty -RRB- - Guizhou Chicken - Shredded Squid Family Style -LRB- one of my personal favorites -RRB- - Sichuan Spicy Soft Shell Crab - Shuizhu Fish -LRB- this one is for hardcore Sichuan food fans , I would n't recommend to my American friends as it 's very spicy .",Shuizhu Fish,1,positive
"my picks are : - Scallion Pancake -LRB- fried with vegetable juice , very special and tasty -RRB- - Guizhou Chicken - Shredded Squid Family Style -LRB- one of my personal favorites -RRB- - Sichuan Spicy Soft Shell Crab - Shuizhu Fish -LRB- this one is for hardcore $T$ fans , I would n't recommend to my American friends as it 's very spicy .","my picks are : - Scallion Pancake -LRB- fried with vegetable juice , very special and tasty -RRB- - Guizhou Chicken - Shredded Squid Family Style -LRB- one of my personal favorites -RRB- - Sichuan Spicy Soft Shell Crab - Shuizhu Fish -LRB- this one is for hardcore Sichuan food fans , I would n't recommend to my American friends as it 's very spicy .",Sichuan food,0,neutral
They smell like they stuff them with old canned vegetables like the $T$ .,They smell like they stuff them with old canned vegetables like the spinach mushroom calzone .,spinach mushroom calzone,-1,negative
They smell like they stuff them with old $T$ like the spinach mushroom calzone .,They smell like they stuff them with old canned vegetables like the spinach mushroom calzone .,canned vegetables,-1,negative
"To celebrate a birthday , three of us went to Mare anticipating great $T$ .","To celebrate a birthday , three of us went to Mare anticipating great food .",food,0,neutral
There was a great deal for 6 $T$ and a beer or glass of wine for $ 8 !,There was a great deal for 6 Blue Point oysters and a beer or glass of wine for $ 8 !,Blue Point oysters,0,neutral
There was a great deal for 6 Blue Point oysters and a $T$ or glass of wine for $ 8 !,There was a great deal for 6 Blue Point oysters and a beer or glass of wine for $ 8 !,beer,0,neutral
There was a great deal for 6 Blue Point oysters and a beer or $T$ for $ 8 !,There was a great deal for 6 Blue Point oysters and a beer or glass of wine for $ 8 !,glass of wine,0,neutral
I really liked the $T$ at Rice Avenue compared to their Green Curry dish .,I really liked the noodle dishes at Rice Avenue compared to their Green Curry dish .,noodle dishes,1,positive
I really liked the noodle dishes at Rice Avenue compared to their $T$ .,I really liked the noodle dishes at Rice Avenue compared to their Green Curry dish .,Green Curry dish,-1,negative
"But for whatever reason , $T$ are about twice as high .","But for whatever reason , prices are about twice as high .",prices,-1,negative
I am relatively new to the area and tried Pick a bgel on 2nd and was disappointed with the $T$ and I thought the food was overated and on the pricey side .,I am relatively new to the area and tried Pick a bgel on 2nd and was disappointed with the service and I thought the food was overated and on the pricey side .,service,-1,negative
I am relatively new to the area and tried Pick a bgel on 2nd and was disappointed with the service and I thought the $T$ was overated and on the pricey side .,I am relatively new to the area and tried Pick a bgel on 2nd and was disappointed with the service and I thought the food was overated and on the pricey side .,food,-1,negative
Great $T$ and worth every bit .,Great atmoshere and worth every bit .,atmoshere,1,positive
"The $T$ was unusually good and the rock shrimp tempura was awesome , great appetizer to share !","The spicy tuna roll was unusually good and the rock shrimp tempura was awesome , great appetizer to share !",spicy tuna roll,1,positive
"The spicy tuna roll was unusually good and the $T$ was awesome , great appetizer to share !","The spicy tuna roll was unusually good and the rock shrimp tempura was awesome , great appetizer to share !",rock shrimp tempura,1,positive
"The spicy tuna roll was unusually good and the rock shrimp tempura was awesome , great $T$ to share !","The spicy tuna roll was unusually good and the rock shrimp tempura was awesome , great appetizer to share !",appetizer,1,positive
The $T$ was knowledgeable and full of personality .,The staff was knowledgeable and full of personality .,staff,1,positive
Great $T$ .,Great staff .,staff,1,positive
"Only complaint would be that at an average $T$ of $ 12 - $ 15 per meal , I 'd like not to have to worry about finding a seat !","Only complaint would be that at an average cost of $ 12 - $ 15 per meal , I 'd like not to have to worry about finding a seat !",cost,-1,negative
"Only complaint would be that at an average cost of $ 12 - $ 15 per $T$ , I 'd like not to have to worry about finding a seat !","Only complaint would be that at an average cost of $ 12 - $ 15 per meal , I 'd like not to have to worry about finding a seat !",meal,0,neutral
"Only complaint would be that at an average cost of $ 12 - $ 15 per meal , I 'd like not to have to worry about finding a $T$ !","Only complaint would be that at an average cost of $ 12 - $ 15 per meal , I 'd like not to have to worry about finding a seat !",seat,-1,negative
"To finish off such a delightful dinner experience you must have $T$ , especially the White Chocolate Bread Pudding with Gelato and hot chocolate .","To finish off such a delightful dinner experience you must have dessert , especially the White Chocolate Bread Pudding with Gelato and hot chocolate .",dessert,1,positive
"To finish off such a delightful dinner experience you must have dessert , especially the $T$ .","To finish off such a delightful dinner experience you must have dessert , especially the White Chocolate Bread Pudding with Gelato and hot chocolate .",White Chocolate Bread Pudding with Gelato and hot chocolate,1,positive
"To finish off such a delightful $T$ experience you must have dessert , especially the White Chocolate Bread Pudding with Gelato and hot chocolate .","To finish off such a delightful dinner experience you must have dessert , especially the White Chocolate Bread Pudding with Gelato and hot chocolate .",dinner,1,positive
The $T$ is an amazing dessert as well .,The banana tower is an amazing dessert as well .,banana tower,1,positive
The banana tower is an amazing $T$ as well .,The banana tower is an amazing dessert as well .,dessert,1,positive
"Excellent $T$ , delicious dishes good and friendly service .","Excellent atmosphere , delicious dishes good and friendly service .",atmosphere,1,positive
"Excellent atmosphere , delicious $T$ good and friendly service .","Excellent atmosphere , delicious dishes good and friendly service .",dishes,1,positive
